"count","ptCnt","Grupo","ptid","List","TrialNum","CueDirection","SentenceDirection","StimulusType","Accuracy","MoveTime","LiftOffLatency","SentDur","ItemNumber","SentenceStimulus","Date","PostQ1","PostQ2","PostQ3","PostQ4","liftOffDiff","X.2","X","X.1","Compatibilidad","X.3","X.4","X.5"
3587,0,"Grupo B",445,2,67,1,0,0,1,449,2187,1322,9,"Paul hit you the baseball","06/21/2017","understanding by fonetics  when you don t know the exact meaning of the words","y","y","y",865,NA,"","",0,NA,NA,NA
3589,0,"Grupo B",445,2,69,1,0,0,1,459,1863,1396,6,"Christine bought you ice cream","06/21/2017","understanding by fonetics  when you don t know the exact meaning of the words","y","y","y",467,NA,"","",0,NA,NA,NA
3601,1,"Grupo B",446,1,1,1,0,0,1,339,2590,1022,19,"He taught you a lesson","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","1568",NA,NA,"","",0,NA,NA,NA
3609,0,"Grupo B",446,1,9,1,0,0,1,307,2027,1472,20,"Andy pitched you the idea","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","555",NA,NA,"","",0,NA,NA,NA
3610,0,"Grupo B",446,1,10,0,0,0,1,539,2866,1322,9,"Paul hit you the baseball","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","1544",NA,NA,"","",1,NA,NA,NA
3611,0,"Grupo B",446,1,11,1,1,0,1,347,3268,1371,32,"You sold the land to Mike","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","1897",NA,NA,"","",1,NA,NA,NA
3612,0,"Grupo B",446,1,12,0,0,0,1,416,2941,1433,4,"Amber drove the car to you","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","1508",NA,NA,"","",1,NA,NA,NA
3616,0,"Grupo B",446,1,16,1,1,0,1,343,1953,1270,38,"You paid Amanda tribute","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","683",NA,NA,"","",1,NA,NA,NA
3617,0,"Grupo B",446,1,17,1,0,0,1,330,2036,1698,15,"Jesse gave you another chance","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","338",NA,NA,"","",0,NA,NA,NA
3619,0,"Grupo B",446,1,19,1,0,0,1,397,2251,1508,17,"Chris offered you some writing tips","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","743",NA,NA,"","",0,NA,NA,NA
3623,0,"Grupo B",446,1,23,1,1,0,1,352,3531,2065,34,"You radioed the message to the policeman","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","1466",NA,NA,"","",1,NA,NA,NA
3626,0,"Grupo B",446,1,26,1,0,0,1,279,1787,1369,14,"Jenni sang you a song","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","418",NA,NA,"","",0,NA,NA,NA
3631,0,"Grupo B",446,1,31,1,0,0,1,389,2715,1390,18,"Your sister blew you a kiss","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","1325",NA,NA,"","",0,NA,NA,NA
3635,0,"Grupo B",446,1,35,0,1,0,1,436,1655,1186,26,"You threw Diane the pen","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","469",NA,NA,"","",0,NA,NA,NA
3637,0,"Grupo B",446,1,37,0,0,0,1,296,2164,1489,3,"Jack kicked the football to you","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","675",NA,NA,"","",1,NA,NA,NA
3638,0,"Grupo B",446,1,38,0,0,0,1,639,1712,1396,6,"Christine bought you ice cream","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","316",NA,NA,"","",1,NA,NA,NA
3640,0,"Grupo B",446,1,40,0,0,0,1,302,1895,1559,8,"Courtney handed you the notebook","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","336",NA,NA,"","",1,NA,NA,NA
3641,0,"Grupo B",446,1,41,1,1,0,1,275,2189,1856,33,"You transmitted the orders to Sara","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","333",NA,NA,"","",1,NA,NA,NA
3642,0,"Grupo B",446,1,42,1,1,0,1,275,2517,1407,40,"You sent your family regards","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","1110",NA,NA,"","",1,NA,NA,NA
3643,0,"Grupo B",446,1,43,1,1,0,1,269,2339,2034,35,"You transferred responsibility to Anna","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","305",NA,NA,"","",1,NA,NA,NA
3650,0,"Grupo B",446,1,50,1,1,0,1,278,2224,1724,37,"Ian received the complaint from you","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","500",NA,NA,"","",1,NA,NA,NA
3654,0,"Grupo B",446,1,54,0,1,0,1,364,1916,1567,25,"You handed the puppy to Katie","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","349",NA,NA,"","",0,NA,NA,NA
3656,0,"Grupo B",446,1,56,0,1,0,1,287,1903,1637,22,"You donated money to Vincent","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","266",NA,NA,"","",0,NA,NA,NA
3658,0,"Grupo B",446,1,58,1,0,0,1,812,2640,1746,12,"Tiana devoted her time to you","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","894",NA,NA,"","",0,NA,NA,NA
3662,0,"Grupo B",446,1,62,1,1,0,1,369,2284,1310,39,"You told Liz the story","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","974",NA,NA,"","",1,NA,NA,NA
3669,0,"Grupo B",446,1,69,0,0,0,1,259,1799,1503,1,"Andy delivered the pizza to you","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","296",NA,NA,"","",1,NA,NA,NA
3674,0,"Grupo B",446,1,74,0,1,0,1,234,2501,1645,27,"You kicked Joe the soccer ball","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","856",NA,NA,"","",0,NA,NA,NA
3678,0,"Grupo B",446,1,78,1,0,0,1,328,1935,1696,13,"John dedicated the song to you","06/21/2017","I think that the experiment is about measuring if exist a facilitation in the arm movement with a correct sentencence{,} like embodied cognition {.}","y","y","239",NA,NA,"","",0,NA,NA,NA
3681,1,"Grupo B",447,4,1,1,0,0,1,415,1862,1623,8,"Shawn shot you the rubber band","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",239,NA,"","",0,NA,NA,NA
3683,0,"Grupo B",447,4,3,0,0,0,1,617,2266,1874,13,"Sara transmitted the orders to you","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",392,NA,"","",1,NA,NA,NA
3686,0,"Grupo B",447,4,6,0,1,0,1,547,2229,1307,38,"You blew your sister a kiss","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",922,NA,"","",0,NA,NA,NA
3687,0,"Grupo B",447,4,7,0,0,0,1,390,2755,1501,12,"Mike sold the land to you","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",1254,NA,"","",1,NA,NA,NA
3689,0,"Grupo B",447,4,9,1,0,0,1,350,2110,1523,7,"Joe kicked you the soccer ball","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",587,NA,"","",0,NA,NA,NA
3692,0,"Grupo B",447,4,12,0,1,0,1,384,2197,1579,37,"You offered Chris some writing tips","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",618,NA,"","",0,NA,NA,NA
3694,0,"Grupo B",447,4,14,1,0,0,1,748,2414,1684,2,"Vincent donated money to you","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",730,NA,"","",0,NA,NA,NA
3697,0,"Grupo B",447,4,17,1,0,0,1,422,3558,1473,10,"Your dad poured you some water","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",2085,NA,"","",0,NA,NA,NA
3698,0,"Grupo B",447,4,18,1,1,0,1,378,1972,1439,26,"You bought Christine ice cream","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",533,NA,"","",1,NA,NA,NA
3699,0,"Grupo B",447,4,19,0,1,0,1,633,2078,1126,39,"You taught him a lesson","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",952,NA,"","",0,NA,NA,NA
3701,0,"Grupo B",447,4,21,1,0,0,1,335,2835,1579,5,"Katie handed the puppy to you","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",1256,NA,"","",0,NA,NA,NA
3706,0,"Grupo B",447,4,26,0,1,0,1,493,2669,1635,35,"You gave Jesse another chance","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",1034,NA,"","",0,NA,NA,NA
3708,0,"Grupo B",447,4,28,0,0,0,1,1213,2772,1002,11,"Heather slipped you a note","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",1770,NA,"","",1,NA,NA,NA
3709,0,"Grupo B",447,4,29,0,1,0,1,473,1966,1647,32,"You devoted your time to Tiana","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",319,NA,"","",0,NA,NA,NA
3710,0,"Grupo B",447,4,30,0,1,0,1,381,2037,1390,34,"You sang Jenni a song","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",647,NA,"","",0,NA,NA,NA
3716,0,"Grupo B",447,4,36,0,0,0,1,527,2578,2138,15,"Anna transferred responsibility to you","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",440,NA,"","",1,NA,NA,NA
3719,0,"Grupo B",447,4,39,0,1,0,1,471,2259,1639,33,"You dedicated the song to John","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",620,NA,"","",0,NA,NA,NA
3720,0,"Grupo B",447,4,40,0,0,0,1,550,2529,1724,17,"You received the complaint from Ian","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",805,NA,"","",1,NA,NA,NA
3728,0,"Grupo B",447,4,48,1,0,0,1,422,2165,1693,4,"Jeff entrusted the key to you","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",472,NA,"","",0,NA,NA,NA
3731,0,"Grupo B",447,4,51,1,1,0,1,409,2300,1511,28,"You handed Courtney the notebook","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",789,NA,"","",1,NA,NA,NA
3735,0,"Grupo B",447,4,55,1,1,0,1,253,3499,2109,27,"You slid Sally the cafeteria tray","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",1390,NA,"","",1,NA,NA,NA
3738,0,"Grupo B",447,4,58,1,0,0,1,310,1730,1347,9,"Mike rolled you the marble","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",383,NA,"","",0,NA,NA,NA
3739,0,"Grupo B",447,4,59,0,0,0,1,517,1964,1647,16,"Dan confessed his secret to you","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",317,NA,"","",1,NA,NA,NA
3743,0,"Grupo B",447,4,63,0,0,0,1,409,2404,1371,20,"Your family sent you regards","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",1033,NA,"","",1,NA,NA,NA
3749,0,"Grupo B",447,4,69,0,0,0,1,666,1409,1277,19,"Liz told you the story","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",132,NA,"","",1,NA,NA,NA
3753,0,"Grupo B",447,4,73,1,1,0,1,938,2233,1483,23,"You kicked the football to Jack","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",750,NA,"","",1,NA,NA,NA
3755,0,"Grupo B",447,4,75,1,1,0,1,454,1760,1293,29,"You hit Paul the baseball","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",467,NA,"","",1,NA,NA,NA
3756,0,"Grupo B",447,4,76,1,1,0,1,395,1881,1681,21,"You delivered the Pizza to Andy","06/23/2017","GRAMMAR AND COMPREHENSION","n","y","y",200,NA,"","",1,NA,NA,NA
3761,1,"Grupo B",448,3,1,1,1,0,1,462,4015,1647,32,"You devoted your time to Tiana","06/23/2017","listening comprehension and attention","y","y","y",2368,NA,"","",1,NA,NA,NA
3763,0,"Grupo B",448,3,3,0,1,0,1,567,2223,1744,30,"You conveyed the message to Adam","06/23/2017","listening comprehension and attention","y","y","y",479,NA,"","",0,NA,NA,NA
3764,0,"Grupo B",448,3,4,1,0,0,1,551,3644,2184,14,"The policeman radioed the message to you","06/23/2017","listening comprehension and attention","y","y","y",1460,NA,"","",0,NA,NA,NA
3768,0,"Grupo B",448,3,8,0,1,0,1,431,2747,1485,22,"You awarded a medal to Helen","06/23/2017","listening comprehension and attention","y","y","y",1262,NA,"","",0,NA,NA,NA
3773,0,"Grupo B",448,3,13,0,0,0,1,581,3320,1523,7,"Joe kicked you the soccer ball","06/23/2017","listening comprehension and attention","y","y","y",1797,NA,"","",1,NA,NA,NA
3775,0,"Grupo B",448,3,15,0,1,0,1,595,3411,2109,27,"You slid Sally the cafeteria tray","06/23/2017","listening comprehension and attention","y","y","y",1302,NA,"","",0,NA,NA,NA
3778,0,"Grupo B",448,3,18,1,0,0,1,415,3641,1371,20,"Your family sent you regards","06/23/2017","listening comprehension and attention","y","y","y",2270,NA,"","",0,NA,NA,NA
3779,0,"Grupo B",448,3,19,1,1,0,1,474,2430,1639,33,"You dedicated the song to John","06/23/2017","listening comprehension and attention","y","y","y",791,NA,"","",1,NA,NA,NA
3782,0,"Grupo B",448,3,22,1,1,0,1,480,3356,1390,34,"You sang Jenni a song","06/23/2017","listening comprehension and attention","y","y","y",1966,NA,"","",1,NA,NA,NA
3789,0,"Grupo B",448,3,29,1,0,0,1,717,2707,1277,19,"Liz told you the story","06/23/2017","listening comprehension and attention","y","y","y",1430,NA,"","",0,NA,NA,NA
3790,0,"Grupo B",448,3,30,0,1,0,1,496,2378,1439,26,"You bought Christine ice cream","06/23/2017","listening comprehension and attention","y","y","y",939,NA,"","",0,NA,NA,NA
3793,0,"Grupo B",448,3,33,0,0,0,1,522,3481,1646,1,"Alex forked over the cash to you","06/23/2017","listening comprehension and attention","y","y","y",1835,NA,"","",1,NA,NA,NA
3796,0,"Grupo B",448,3,36,1,0,0,1,603,2380,1647,16,"Dan confessed his secret to you","06/23/2017","listening comprehension and attention","y","y","y",733,NA,"","",0,NA,NA,NA
3803,0,"Grupo B",448,3,43,1,1,0,1,526,2279,1635,35,"You gave Jesse another chance","06/23/2017","listening comprehension and attention","y","y","y",644,NA,"","",1,NA,NA,NA
3804,0,"Grupo B",448,3,44,1,1,0,1,604,2340,1126,39,"You taught him a lesson","06/23/2017","listening comprehension and attention","y","y","y",1214,NA,"","",1,NA,NA,NA
3805,0,"Grupo B",448,3,45,1,0,0,1,611,3098,2138,15,"Anna transferred responsibility to you","06/23/2017","listening comprehension and attention","y","y","y",960,NA,"","",0,NA,NA,NA
3806,0,"Grupo B",448,3,46,1,0,0,1,456,3836,1724,17,"You received the complaint from Ian","06/23/2017","listening comprehension and attention","y","y","y",2112,NA,"","",0,NA,NA,NA
3807,0,"Grupo B",448,3,47,0,0,0,1,430,2858,1579,5,"Katie handed the puppy to you","06/23/2017","listening comprehension and attention","y","y","y",1279,NA,"","",1,NA,NA,NA
3810,0,"Grupo B",448,3,50,0,0,0,1,616,3507,1693,4,"Jeff entrusted the key to you","06/23/2017","listening comprehension and attention","y","y","y",1814,NA,"","",1,NA,NA,NA
3821,0,"Grupo B",448,3,61,0,1,0,1,633,2521,1681,21,"You delivered the Pizza to Andy","06/23/2017","listening comprehension and attention","y","y","y",840,NA,"","",0,NA,NA,NA
3822,0,"Grupo B",448,3,62,1,0,0,1,673,2895,1501,12,"Mike sold the land to you","06/23/2017","listening comprehension and attention","y","y","y",1394,NA,"","",0,NA,NA,NA
3826,0,"Grupo B",448,3,66,1,0,0,1,515,3570,1874,13,"Sara transmitted the orders to you","06/23/2017","listening comprehension and attention","y","y","y",1696,NA,"","",0,NA,NA,NA
3827,0,"Grupo B",448,3,67,0,1,0,1,515,3962,1483,23,"You kicked the football to Jack","06/23/2017","listening comprehension and attention","y","y","y",2479,NA,"","",0,NA,NA,NA
3830,0,"Grupo B",448,3,70,0,1,0,1,444,4387,1511,28,"You handed Courtney the notebook","06/23/2017","listening comprehension and attention","y","y","y",2876,NA,"","",0,NA,NA,NA
3838,0,"Grupo B",448,3,78,0,0,0,1,615,4542,1623,8,"Shawn shot you the rubber band","06/23/2017","listening comprehension and attention","y","y","y",2919,NA,"","",1,NA,NA,NA
3841,1,"Grupo A",449,4,1,0,1,0,1,127,1895,1639,33,"You dedicated the song to John","07/18/2017","language comprehension","y","y","y",256,NA,"","",0,NA,NA,NA
3843,0,"Grupo A",449,4,3,0,0,0,1,175,1700,1277,19,"Liz told you the story","07/18/2017","language comprehension","y","y","y",423,NA,"","",1,NA,NA,NA
3844,0,"Grupo A",449,4,4,1,0,0,1,210,2248,1233,6,"Diane threw you the pen","07/18/2017","language comprehension","y","y","y",1015,NA,"","",0,NA,NA,NA
3847,0,"Grupo A",449,4,7,0,0,0,1,147,2549,2184,14,"The policeman radioed the message to you","07/18/2017","language comprehension","y","y","y",365,NA,"","",1,NA,NA,NA
3849,0,"Grupo A",449,4,9,1,0,0,1,232,2092,1523,7,"Joe kicked you the soccer ball","07/18/2017","language comprehension","y","y","y",569,NA,"","",0,NA,NA,NA
3851,0,"Grupo A",449,4,11,1,1,0,1,263,2090,1744,30,"You conveyed the message to Adam","07/18/2017","language comprehension","y","y","y",346,NA,"","",1,NA,NA,NA
3853,0,"Grupo A",449,4,13,0,1,0,1,191,2194,1635,35,"You gave Jesse another chance","07/18/2017","language comprehension","y","y","y",559,NA,"","",0,NA,NA,NA
3858,0,"Grupo A",449,4,18,0,1,0,1,203,1803,1647,32,"You devoted your time to Tiana","07/18/2017","language comprehension","y","y","y",156,NA,"","",0,NA,NA,NA
3859,0,"Grupo A",449,4,19,0,1,0,1,177,1973,1579,37,"You offered Chris some writing tips","07/18/2017","language comprehension","y","y","y",394,NA,"","",0,NA,NA,NA
3860,0,"Grupo A",449,4,20,0,1,0,1,183,1549,1126,39,"You taught him a lesson","07/18/2017","language comprehension","y","y","y",423,NA,"","",0,NA,NA,NA
3863,0,"Grupo A",449,4,23,0,0,0,1,120,1978,1304,18,"Amanda paid you tribute","07/18/2017","language comprehension","y","y","y",674,NA,"","",1,NA,NA,NA
3867,0,"Grupo A",449,4,27,0,0,0,1,327,1765,1501,12,"Mike sold the land to you","07/18/2017","language comprehension","y","y","y",264,NA,"","",1,NA,NA,NA
3869,0,"Grupo A",449,4,29,1,0,0,1,249,2776,1623,8,"Shawn shot you the rubber band","07/18/2017","language comprehension","y","y","y",1153,NA,"","",0,NA,NA,NA
3872,0,"Grupo A",449,4,32,0,0,0,1,167,2264,1371,20,"Your family sent you regards","07/18/2017","language comprehension","y","y","y",893,NA,"","",1,NA,NA,NA
3873,0,"Grupo A",449,4,33,1,1,0,1,197,3311,1439,26,"You bought Christine ice cream","07/18/2017","language comprehension","y","y","y",1872,NA,"","",1,NA,NA,NA
3878,0,"Grupo A",449,4,38,1,0,0,1,294,2292,1460,3,"Mark dealt the cards to you","07/18/2017","language comprehension","y","y","y",832,NA,"","",0,NA,NA,NA
3879,0,"Grupo A",449,4,39,1,1,0,1,261,1732,1511,28,"You handed Courtney the notebook","07/18/2017","language comprehension","y","y","y",221,NA,"","",1,NA,NA,NA
3883,0,"Grupo A",449,4,43,0,1,0,1,215,1980,1307,38,"You blew your sister a kiss","07/18/2017","language comprehension","y","y","y",673,NA,"","",0,NA,NA,NA
3887,0,"Grupo A",449,4,47,1,1,0,1,311,1837,1321,24,"You drove the car to Amber","07/18/2017","language comprehension","y","y","y",516,NA,"","",1,NA,NA,NA
3888,0,"Grupo A",449,4,48,1,0,0,1,322,1761,1684,2,"Vincent donated money to you","07/18/2017","language comprehension","y","y","y",77,NA,"","",0,NA,NA,NA
3889,0,"Grupo A",449,4,49,0,0,0,1,292,2004,1874,13,"Sara transmitted the orders to you","07/18/2017","language comprehension","y","y","y",130,NA,"","",1,NA,NA,NA
3893,0,"Grupo A",449,4,53,1,1,0,1,288,3423,2109,27,"You slid Sally the cafeteria tray","07/18/2017","language comprehension","y","y","y",1314,NA,"","",1,NA,NA,NA
3899,0,"Grupo A",449,4,59,0,0,0,1,247,2192,2138,15,"Anna transferred responsibility to you","07/18/2017","language comprehension","y","y","y",54,NA,"","",1,NA,NA,NA
3906,0,"Grupo A",449,4,66,0,1,0,1,273,1808,1390,34,"You sang Jenni a song","07/18/2017","language comprehension","y","y","y",418,NA,"","",0,NA,NA,NA
3907,0,"Grupo A",449,4,67,0,1,0,1,283,2108,1796,36,"You lavished Steve with praise","07/18/2017","language comprehension","y","y","y",312,NA,"","",0,NA,NA,NA
3908,0,"Grupo A",449,4,68,1,0,0,1,277,1644,1473,10,"Your dad poured you some water","07/18/2017","language comprehension","y","y","y",171,NA,"","",0,NA,NA,NA
3910,0,"Grupo A",449,4,70,1,0,0,1,299,2214,1579,5,"Katie handed the puppy to you","07/18/2017","language comprehension","y","y","y",635,NA,"","",0,NA,NA,NA
3912,0,"Grupo A",449,4,72,1,1,0,1,242,1888,1681,21,"You delivered the Pizza to Andy","07/18/2017","language comprehension","y","y","y",207,NA,"","",1,NA,NA,NA
3913,0,"Grupo A",449,4,73,1,1,0,1,218,2481,1293,29,"You hit Paul the baseball","07/18/2017","language comprehension","y","y","y",1188,NA,"","",1,NA,NA,NA
3915,0,"Grupo A",449,4,75,1,1,0,1,285,2014,1483,23,"You kicked the football to Jack","07/18/2017","language comprehension","y","y","y",531,NA,"","",1,NA,NA,NA
3918,0,"Grupo A",449,4,78,0,0,0,1,237,2730,1647,16,"Dan confessed his secret to you","07/18/2017","language comprehension","y","y","y",1083,NA,"","",1,NA,NA,NA
3919,0,"Grupo A",449,4,79,0,0,0,1,267,1555,1002,11,"Heather slipped you a note","07/18/2017","language comprehension","y","y","y",553,NA,"","",1,NA,NA,NA
3922,0,"Grupo B",450,1,2,1,1,0,1,383,2755,1856,33,"You transmitted the orders to Sara","06/23/2017","Grammar and comprehension","y","y","y",899,NA,"","",1,NA,NA,NA
3927,0,"Grupo B",450,1,7,1,1,0,1,291,2646,1724,37,"Ian received the complaint from you","06/23/2017","Grammar and comprehension","y","y","y",922,NA,"","",1,NA,NA,NA
3930,0,"Grupo B",450,1,10,1,1,0,1,317,3367,2034,35,"You transferred responsibility to Anna","06/23/2017","Grammar and comprehension","y","y","y",1333,NA,"","",1,NA,NA,NA
3931,0,"Grupo B",450,1,11,1,1,0,1,370,2654,1407,40,"You sent your family regards","06/23/2017","Grammar and comprehension","y","y","y",1247,NA,"","",1,NA,NA,NA
3935,0,"Grupo B",450,1,15,1,0,0,1,253,2378,1022,19,"He taught you a lesson","06/23/2017","Grammar and comprehension","y","y","y",1356,NA,"","",0,NA,NA,NA
3936,0,"Grupo B",450,1,16,1,0,0,1,252,2694,1698,15,"Jesse gave you another chance","06/23/2017","Grammar and comprehension","y","y","y",996,NA,"","",0,NA,NA,NA
3939,0,"Grupo B",450,1,19,0,0,0,1,232,2297,1503,1,"Andy delivered the pizza to you","06/23/2017","Grammar and comprehension","y","y","y",794,NA,"","",1,NA,NA,NA
3941,0,"Grupo B",450,1,21,1,1,0,1,364,1814,1371,32,"You sold the land to Mike","06/23/2017","Grammar and comprehension","y","y","y",443,NA,"","",1,NA,NA,NA
3943,0,"Grupo B",450,1,23,0,1,0,1,457,3069,1364,29,"You rolled Mike the marble","06/23/2017","Grammar and comprehension","y","y","y",1705,NA,"","",0,NA,NA,NA
3944,0,"Grupo B",450,1,24,1,1,0,1,427,1930,1310,39,"You told Liz the story","06/23/2017","Grammar and comprehension","y","y","y",620,NA,"","",1,NA,NA,NA
3947,0,"Grupo B",450,1,27,0,1,0,1,371,2170,1637,22,"You donated money to Vincent","06/23/2017","Grammar and comprehension","y","y","y",533,NA,"","",0,NA,NA,NA
3951,0,"Grupo B",450,1,31,1,0,0,1,287,2315,1508,17,"Chris offered you some writing tips","06/23/2017","Grammar and comprehension","y","y","y",807,NA,"","",0,NA,NA,NA
3959,0,"Grupo B",450,1,39,0,1,0,1,589,2782,1567,25,"You handed the puppy to Katie","06/23/2017","Grammar and comprehension","y","y","y",1215,NA,"","",0,NA,NA,NA
3960,0,"Grupo B",450,1,40,0,0,0,1,443,2369,1396,6,"Christine bought you ice cream","06/23/2017","Grammar and comprehension","y","y","y",973,NA,"","",1,NA,NA,NA
3961,0,"Grupo B",450,1,41,0,0,0,1,379,2978,1433,4,"Amber drove the car to you","06/23/2017","Grammar and comprehension","y","y","y",1545,NA,"","",1,NA,NA,NA
3964,0,"Grupo B",450,1,44,1,0,0,1,442,2198,1390,18,"Your sister blew you a kiss","06/23/2017","Grammar and comprehension","y","y","y",808,NA,"","",0,NA,NA,NA
3967,0,"Grupo B",450,1,47,1,0,0,1,427,2237,1369,14,"Jenni sang you a song","06/23/2017","Grammar and comprehension","y","y","y",868,NA,"","",0,NA,NA,NA
3972,0,"Grupo B",450,1,52,0,0,0,1,394,1878,1559,8,"Courtney handed you the notebook","06/23/2017","Grammar and comprehension","y","y","y",319,NA,"","",1,NA,NA,NA
3974,0,"Grupo B",450,1,54,1,0,0,1,341,2211,1696,13,"John dedicated the song to you","06/23/2017","Grammar and comprehension","y","y","y",515,NA,"","",0,NA,NA,NA
3977,0,"Grupo B",450,1,57,0,0,0,1,294,3253,1489,3,"Jack kicked the football to you","06/23/2017","Grammar and comprehension","y","y","y",1764,NA,"","",1,NA,NA,NA
3987,0,"Grupo B",450,1,67,0,0,0,1,467,3392,1704,10,"Adam conveyed the message to you","06/23/2017","Grammar and comprehension","y","y","y",1688,NA,"","",1,NA,NA,NA
3989,0,"Grupo B",450,1,69,1,0,0,1,445,2063,1746,12,"Tiana devoted her time to you","06/23/2017","Grammar and comprehension","y","y","y",317,NA,"","",0,NA,NA,NA
3995,0,"Grupo B",450,1,75,1,1,0,1,489,3113,1270,38,"You paid Amanda tribute","06/23/2017","Grammar and comprehension","y","y","y",1843,NA,"","",1,NA,NA,NA
4006,0,"Grupo B",451,3,6,1,0,0,1,378,2526,1501,12,"Mike sold the land to you","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1025,NA,"","",0,NA,NA,NA
4009,0,"Grupo B",451,3,9,0,1,0,1,484,2707,1439,26,"You bought Christine ice cream","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1268,NA,"","",0,NA,NA,NA
4012,0,"Grupo B",451,3,12,1,1,0,1,426,2470,1307,38,"You blew your sister a kiss","06/23/2017","IS ABOUT ATTENTION AND MOVEMENT RELATED TO THE SENTENCES LISTENED{.}","n","y","y",1163,NA,"","",1,NA,NA,NA
